token,predicted_tag,source
s,S,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
Muḥend,NN,Ḥmed_Umerri.txt
"Areẓqi,",NN,Ḥmed_Umerri.txt
iwala,VB,Ḥmed_Umerri.txt
ikcem,NN,Ḥmed_Umerri.txt
ɣur,S,Ḥmed_Umerri.txt
es.,NN,Ḥmed_Umerri.txt
Yufa,VB,Ḥmed_Umerri.txt
din,DT,Ḥmed_Umerri.txt
Muḥend,NN,Ḥmed_Umerri.txt
imiren,NN,Ḥmed_Umerri.txt
yuki,VBP,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
nnda,VB,Ḥmed_Umerri.txt
mi,REL,Ḥmed_Umerri.txt
tekkat,VB,Ḥmed_Umerri.txt
u,C,Ḥmed_Umerri.txt
awal,NN,Ḥmed_Umerri.txt
asertan,NN,Ḥmed_Umerri.txt
izga,PUNC,Ḥmed_Umerri.txt
akw,ADV,Ḥmed_Umerri.txt
itetten,NN,Ḥmed_Umerri.txt
deg,S,Ḥmed_Umerri.txt
fus,ADV,Ḥmed_Umerri.txt
uṛumi,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
wid,PDEM,Ḥmed_Umerri.txt
iɛefsen,NN,Ḥmed_Umerri.txt
"a,",DT,Ḥmed_Umerri.txt
iɣil,VB,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
tiqwulhatin,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
wid,PDEM,Ḥmed_Umerri.txt
izedɣen,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
uɣrum,NN,Ḥmed_Umerri.txt
is.,INT,Ḥmed_Umerri.txt
Yerna,VB,Ḥmed_Umerri.txt
kra,PROT,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
inna,VB,Ḥmed_Umerri.txt
Muḥend,NN,Ḥmed_Umerri.txt
Areẓqi,NN,Ḥmed_Umerri.txt
tamenzut.,NN,Ḥmed_Umerri.txt
Umerri,NN,Ḥmed_Umerri.txt
itett,PP,Ḥmed_Umerri.txt
it,VB,Ḥmed_Umerri.txt
kan,INT,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
wallen,NN,Ḥmed_Umerri.txt
ittecmumux.,VB,Ḥmed_Umerri.txt
ittara,VB,Ḥmed_Umerri.txt
di,S,Ḥmed_Umerri.txt
llifeẓ!,NNP,Ḥmed_Umerri.txt
Iffeɣ,VB,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
ihi,VB,Ḥmed_Umerri.txt
si,DT,Ḥmed_Umerri.txt
lqahwa,NNP,Ḥmed_Umerri.txt
nni,DT,Ḥmed_Umerri.txt
abernus,NN,Ḥmed_Umerri.txt
azegzaw,NN,Ḥmed_Umerri.txt
ittejgugul,VB,Ḥmed_Umerri.txt
ɣef,S,Ḥmed_Umerri.txt
uzagur,NN,Ḥmed_Umerri.txt
izga,NN,Ḥmed_Umerri.txt
isrusuy,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
tirect,NN,Ḥmed_Umerri.txt
kra,PROT,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
win,PPOS,Ḥmed_Umerri.txt
ur,NEG,Ḥmed_Umerri.txt
nezmir,VB,Ḥmed_Umerri.txt
at,NN,Ḥmed_Umerri.txt
zik.,ADV,Ḥmed_Umerri.txt
Ula,VB,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
tineggura,NN,Ḥmed_Umerri.txt
yagi,DT,Ḥmed_Umerri.txt
akken,DT,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
issusem,VB,Ḥmed_Umerri.txt
Dɣa,S,Ḥmed_Umerri.txt
aqcic,NN,Ḥmed_Umerri.txt
ad,DT,Ḥmed_Umerri.txt
ikmumes,NN,Ḥmed_Umerri.txt
di,C,Ḥmed_Umerri.txt
tesga,VB,Ḥmed_Umerri.txt
ad,DT,Ḥmed_Umerri.txt
irked.,VB,Ḥmed_Umerri.txt
iṣṣemek,NN,Ḥmed_Umerri.txt
Umerri,NN,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
uɛekkwaz.,NN,Ḥmed_Umerri.txt
Umerri,NN,Ḥmed_Umerri.txt
inkaḥ,VB,Ḥmed_Umerri.txt
tgeẓẓal,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
tayeḍ,NN,Ḥmed_Umerri.txt
ar,PRPR,Ḥmed_Umerri.txt
umayeg,NN,Ḥmed_Umerri.txt
u,NEG,Ḥmed_Umerri.txt
Ccambiṭ,NN,Ḥmed_Umerri.txt
wanza,NN,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
ɣef,S,Ḥmed_Umerri.txt
umnar!,NN,Ḥmed_Umerri.txt
Umerri,NN,Ḥmed_Umerri.txt
"irwel,",VB,Ḥmed_Umerri.txt
yuzel,NN,Ḥmed_Umerri.txt
imi,NN,Ḥmed_Umerri.txt
ɣef,S,Ḥmed_Umerri.txt
tiṭ,VB,Ḥmed_Umerri.txt
is,INT,Ḥmed_Umerri.txt
kra,PROT,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
iḍran,VBP,Ḥmed_Umerri.txt
gar,VB,Ḥmed_Umerri.txt
as,S_PP,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
CCambiṭ.,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
wayen,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
iḍran,VBP,Ḥmed_Umerri.txt
deg,S,Ḥmed_Umerri.txt
Umecras,NN,Ḥmed_Umerri.txt
yuzel,NN,Ḥmed_Umerri.txt
ar,PRPR,Ḥmed_Umerri.txt
lkuca,NN,Ḥmed_Umerri.txt
akken,VB,Ḥmed_Umerri.txt
wagi,NN,Ḥmed_Umerri.txt
"isla,",NNP,Ḥmed_Umerri.txt
iẓra,VB,Ḥmed_Umerri.txt
ayen,C,Ḥmed_Umerri.txt
iḍran.,VBP,Ḥmed_Umerri.txt
Yerna,VB,Ḥmed_Umerri.txt
bu,DT,Ḥmed_Umerri.txt
tewwurt,NN,Ḥmed_Umerri.txt
Umerri,NN,Ḥmed_Umerri.txt
issaweḍ,VB,Ḥmed_Umerri.txt
awal,NN,Ḥmed_Umerri.txt
i,S,Ḥmed_Umerri.txt
yemsulṭa.,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
ubrid,NN,Ḥmed_Umerri.txt
almi,ADV,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
ijufar,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
Buɣni.,NN,Ḥmed_Umerri.txt
Tiṭ,VB,Ḥmed_Umerri.txt
is,VBP,Ḥmed_Umerri.txt
Tizi.,NN,Ḥmed_Umerri.txt
Akken,VB,Ḥmed_Umerri.txt
kan,PROT,Ḥmed_Umerri.txt
ihi,NN,Ḥmed_Umerri.txt
atan,VB,Ḥmed_Umerri.txt
iteddu,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
yiwen,VB,Ḥmed_Umerri.txt
"ukamyun,",NN,Ḥmed_Umerri.txt
iffasen.,NN,Ḥmed_Umerri.txt
Iḥbes,NN,Ḥmed_Umerri.txt
"ukamyun,",NN,Ḥmed_Umerri.txt
msefhamen,NN,Ḥmed_Umerri.txt
ɣef,S_PP,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
"Saɛid,",NN,Ḥmed_Umerri.txt
Saɛid,NN,Ḥmed_Umerri.txt
Waɛmer.,NN,Ḥmed_Umerri.txt
Bab,DT,Ḥmed_Umerri.txt
ukamyun,NN,Ḥmed_Umerri.txt
irra,VB,Ḥmed_Umerri.txt
axeddam,NN,Ḥmed_Umerri.txt
iw”.,DT,Ḥmed_Umerri.txt
Akken,VB,Ḥmed_Umerri.txt
dɣa,ADV,Ḥmed_Umerri.txt
id,PROR,Ḥmed_Umerri.txt
"teḍra,",NN,Ḥmed_Umerri.txt
taswiɛt,NN,Ḥmed_Umerri.txt
akken.,DT,Ḥmed_Umerri.txt
Ula,VB,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
netta,PP,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
timad,NN,Ḥmed_Umerri.txt
"is,",DT,Ḥmed_Umerri.txt
ijjadarmiyen,VBP,Ḥmed_Umerri.txt
i,S,Ḥmed_Umerri.txt
wumi,ADV,Ḥmed_Umerri.txt
ssaweḍ,VB,Ḥmed_Umerri.txt
Dda,VB,Ḥmed_Umerri.txt
Ɛacur,NNP,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
Saɛid,NN,Ḥmed_Umerri.txt
Waɛmer,NN,Ḥmed_Umerri.txt
di,S,Ḥmed_Umerri.txt
Tizi,NN,Ḥmed_Umerri.txt
Wezzu,NN,Ḥmed_Umerri.txt
Di,C,Ḥmed_Umerri.txt
Tizi,NN,Ḥmed_Umerri.txt
"wezzu,",NN,Ḥmed_Umerri.txt
"Iqbayliyen,",VBP,Ḥmed_Umerri.txt
ijja,VB,Ḥmed_Umerri.txt
kan,DT,Ḥmed_Umerri.txt
isem,NN,Ḥmed_Umerri.txt
nni,DT,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
Saɛid,NN,Ḥmed_Umerri.txt
Waɛmer,NN,Ḥmed_Umerri.txt
Jean.,NN,Ḥmed_Umerri.txt
Jean,NN,Ḥmed_Umerri.txt
isedday,NN,Ḥmed_Umerri.txt
di,S,Ḥmed_Umerri.txt
Tizi,NN,Ḥmed_Umerri.txt
yiwet,VB,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
taṛmist,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
uxnac,NN,Ḥmed_Umerri.txt
i,S,Ḥmed_Umerri.txt
umesdrar.,NN,Ḥmed_Umerri.txt
Umerri,NN,Ḥmed_Umerri.txt
am,C,Ḥmed_Umerri.txt
zik,ADV,Ḥmed_Umerri.txt
is,INT,Ḥmed_Umerri.txt
kan.,VB,Ḥmed_Umerri.txt
Ur,NEG,Ḥmed_Umerri.txt
sḍuqqut,S,Ḥmed_Umerri.txt
t,PP,Ḥmed_Umerri.txt
id,PROR,Ḥmed_Umerri.txt
ittawin,VBP,Ḥmed_Umerri.txt
si,C,Ḥmed_Umerri.txt
berra.,NN,Ḥmed_Umerri.txt
Ula,NN,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
Arrumi,NN,Ḥmed_Umerri.txt
nni,VB,Ḥmed_Umerri.txt
A,VOC,Ḥmed_Umerri.txt
"Ssaɛid,",NN,Ḥmed_Umerri.txt
carhaɣ,NN,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
uxeddim,NN,Ḥmed_Umerri.txt
ik.,VB,Ḥmed_Umerri.txt
k,PP,Ḥmed_Umerri.txt
i,S,Ḥmed_Umerri.txt
ten,ADV,Ḥmed_Umerri.txt
id,PROR,Ḥmed_Umerri.txt
ssasayeḍ.,NN,Ḥmed_Umerri.txt
Maca,ADV,Ḥmed_Umerri.txt
tella,VB,Ḥmed_Umerri.txt
yiwet,VB,Ḥmed_Umerri.txt
ur,NN,Ḥmed_Umerri.txt
tettmeslayeḍ,NN,Ḥmed_Umerri.txt
aṭas,NN,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
yiwen,VBP,Ḥmed_Umerri.txt
ur,NEG,Ḥmed_Umerri.txt
tesɛiḍ,VB,Ḥmed_Umerri.txt
tikli,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
udukkel,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
medden.,NN,Ḥmed_Umerri.txt
Inna,VB,Ḥmed_Umerri.txt
yi,S_PP,Ḥmed_Umerri.txt
win,PPOS,Ḥmed_Umerri.txt
ibɣan,VBP,Ḥmed_Umerri.txt
tkerkas,NN,Ḥmed_Umerri.txt
nsen.,DT,Ḥmed_Umerri.txt
Yerna,VB,Ḥmed_Umerri.txt
nek,DT,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
mmis,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
udrar,NN,Ḥmed_Umerri.txt
Baba,NNK_PP,Ḥmed_Umerri.txt
k,PP,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
amusnaw.,NN,Ḥmed_Umerri.txt
Atan,NN,Ḥmed_Umerri.txt
ihi,NN,Ḥmed_Umerri.txt
imi,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
yagi,VB,Ḥmed_Umerri.txt
kan,VB,Ḥmed_Umerri.txt
am,C,Ḥmed_Umerri.txt
akken,S_PP,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
ayen,FOC,Ḥmed_Umerri.txt
illan.,VBP,Ḥmed_Umerri.txt
Acku,C,Ḥmed_Umerri.txt
"""Saɛid",PUNC,Ḥmed_Umerri.txt
"Waɛmer""",NN,Ḥmed_Umerri.txt
macci,INT,Ḥmed_Umerri.txt
as,S_PP,Ḥmed_Umerri.txt
tefki,VB,Ḥmed_Umerri.txt
ara,PROT,Ḥmed_Umerri.txt
tegwnitt,VB,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
iffeɣ.,VB,Ḥmed_Umerri.txt
Yugad,NN,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
ɣef,S,Ḥmed_Umerri.txt
"wiyaḍ,",NN,Ḥmed_Umerri.txt
izri,VB,Ḥmed_Umerri.txt
kra,PROT,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
wakud,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
Ḥmed,NN,Ḥmed_Umerri.txt
ines.,VB,Ḥmed_Umerri.txt
Irked,VB,Ḥmed_Umerri.txt
kan,DT,Ḥmed_Umerri.txt
iffer.,VB,Ḥmed_Umerri.txt
Yiwen,VB,Ḥmed_Umerri.txt
wass,NN,Ḥmed_Umerri.txt
ibed,NN,Ḥmed_Umerri.txt
ɣef,PUNC,Ḥmed_Umerri.txt
Ḥmed!,NNP,Ḥmed_Umerri.txt
Waaa!,IN,Ḥmed_Umerri.txt
Ḥmmed,VB,Ḥmed_Umerri.txt
Umerri!.,NN,Ḥmed_Umerri.txt
Ifrawes,NN,Ḥmed_Umerri.txt
Irfed,VB,Ḥmed_Umerri.txt
allen,VB,Ḥmed_Umerri.txt
is,INT,Ḥmed_Umerri.txt
iwala,VB,Ḥmed_Umerri.txt
"Mḥend,",VB,Ḥmed_Umerri.txt
ɛemmi,NNP,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
agi,VB,Ḥmed_Umerri.txt
ewwi,NN,Ḥmed_Umerri.txt
yas,PP,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
akw,ADV,Ḥmed_Umerri.txt
issalen,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
uxxam,NN,Ḥmed_Umerri.txt
llan,VB,Ḥmed_Umerri.txt
at,NN,Ḥmed_Umerri.txt
taddart,NN,Ḥmed_Umerri.txt
u,NEG,Ḥmed_Umerri.txt
issaweḍ,VB,Ḥmed_Umerri.txt
as,S_PP,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
diɣen,S_PP,Ḥmed_Umerri.txt
awal,NN,Ḥmed_Umerri.txt
lekwaɣed,NN,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
axxam.,NN,Ḥmed_Umerri.txt
Inna,VB,Ḥmed_Umerri.txt
yas,PP,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
akken,NN,Ḥmed_Umerri.txt
ilaq,NN,Ḥmed_Umerri.txt
Lḥerrac,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
wass,NN,Ḥmed_Umerri.txt
a.,DT,Ḥmed_Umerri.txt
Azekka,NN,Ḥmed_Umerri.txt
nni,DT,Ḥmed_Umerri.txt
ifka,VB,Ḥmed_Umerri.txt
yas,VB,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
yerna,ROT,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
as,S_PP,Ḥmed_Umerri.txt
yenni,VB,Ḥmed_Umerri.txt
"""aqli",PUNC,Ḥmed_Umerri.txt
yin,NN,Ḥmed_Umerri.txt
ussan,NN,Ḥmed_Umerri.txt
a,VOC,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
"axxam"".",NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
Saɛid,NN,Ḥmed_Umerri.txt
Waɛmer,NN,Ḥmed_Umerri.txt
is,INT,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
iḥka,VB,Ḥmed_Umerri.txt
iḍelli,NN,Ḥmed_Umerri.txt
nni,DT,Ḥmed_Umerri.txt
akken,S_PP,Ḥmed_Umerri.txt
tettawin,NN,Ḥmed_Umerri.txt
medden,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
awal,NN,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
yir,NN,Ḥmed_Umerri.txt
iles.,NN,Ḥmed_Umerri.txt
Aserdas,NN,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
iwali,VB,Ḥmed_Umerri.txt
Jean,NN,Ḥmed_Umerri.txt
akken,VB,Ḥmed_Umerri.txt
as,S_PP,Ḥmed_Umerri.txt
yinni,VB,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
akken,NN,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
iḥbes,VB,Ḥmed_Umerri.txt
amahil,NN,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
iruḥ,VB,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
isɛeddi,VB,Ḥmed_Umerri.txt
lɛeskar.,NN,Ḥmed_Umerri.txt
Ira,VB,Ḥmed_Umerri.txt
ihi,VB,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
iṭṭef,VB,Ḥmed_Umerri.txt
axxam.,ADJ,Ḥmed_Umerri.txt
Mass,NN,Ḥmed_Umerri.txt
"Jean,",NN,Ḥmed_Umerri.txt
ass,NN,Ḥmed_Umerri.txt
a,VOC,Ḥmed_Umerri.txt
ak,S_PP,Ḥmed_Umerri.txt
jjaɣ,VB,Ḥmed_Umerri.txt
imi,NN,Ḥmed_Umerri.txt
ssawelen,VB,Ḥmed_Umerri.txt
innan,VB,Ḥmed_Umerri.txt
ulin,VBP,Ḥmed_Umerri.txt
ijjadarmiyen,VBP,Ḥmed_Umerri.txt
ar,PRPR,Ḥmed_Umerri.txt
taddart.,NN,Ḥmed_Umerri.txt
Tezriḍ,NN,Ḥmed_Umerri.txt
Atan,NN,Ḥmed_Umerri.txt
ak,S_PP,Ḥmed_Umerri.txt
xelsaɣ,VB,Ḥmed_Umerri.txt
akw,ADV,Ḥmed_Umerri.txt
agur,NN,Ḥmed_Umerri.txt
a,VOC,Ḥmed_Umerri.txt
xas,S_PP,Ḥmed_Umerri.txt
akka,VB,Ḥmed_Umerri.txt
ur,NEG,Ḥmed_Umerri.txt
ikfi,PRPR,Ḥmed_Umerri.txt
iffeɣ,NN,Ḥmed_Umerri.txt
akw,ADV,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
"ɛemmis,",NN,Ḥmed_Umerri.txt
yuɣ,VB,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
cwiṭ,NN,Ḥmed_Umerri.txt
icettiḍen,PUNC,Ḥmed_Umerri.txt
i,S,Ḥmed_Umerri.txt
baba,NNK_PP,Ḥmed_Umerri.txt
s.,PUNC,Ḥmed_Umerri.txt
Iweṣṣat,NN,Ḥmed_Umerri.txt
ur,NEG,Ḥmed_Umerri.txt
iqqar,VB,Ḥmed_Umerri.txt
i,S,Ḥmed_Umerri.txt
yiwen,VB,Ḥmed_Umerri.txt
ɣef,PUNC,Ḥmed_Umerri.txt
ijjadarmiyen.,NN,Ḥmed_Umerri.txt
Azekka,NN,Ḥmed_Umerri.txt
nni,DT,Ḥmed_Umerri.txt
icca,VB,Ḥmed_Umerri.txt
tt,PP,Ḥmed_Umerri.txt
id,PROR,Ḥmed_Umerri.txt
di,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
aserdas,NN,Ḥmed_Umerri.txt
gar,ADV,Ḥmed_Umerri.txt
tezyiwin,NN,Ḥmed_Umerri.txt
is.,VBP,Ḥmed_Umerri.txt
Gar,S_PP,Ḥmed_Umerri.txt
iserdasen,NN,Ḥmed_Umerri.txt
ewwi,PUNC,Ḥmed_Umerri.txt
ara,S_PP,Ḥmed_Umerri.txt
talaba,NN,Ḥmed_Umerri.txt
"userdas,",NN,Ḥmed_Umerri.txt
kra,PROT,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
wussan,NN,Ḥmed_Umerri.txt
kan,VB,Ḥmed_Umerri.txt
yuɣal,NN,Ḥmed_Umerri.txt
innum,PROR,Ḥmed_Umerri.txt
ɣef,S,Ḥmed_Umerri.txt
kra,PROT,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
Iqbayliyen,NN,Ḥmed_Umerri.txt
imiren.,VBP,Ḥmed_Umerri.txt
Yufa,VB,Ḥmed_Umerri.txt
Ḥmed,S_PP,Ḥmed_Umerri.txt
ilin,VBP,Ḥmed_Umerri.txt
ar,PRPR,Ḥmed_Umerri.txt
tama,VB,Ḥmed_Umerri.txt
"s,",S,Ḥmed_Umerri.txt
ad,PRPR,Ḥmed_Umerri.txt
uɣalen,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
imeddukal,NN,Ḥmed_Umerri.txt
ahat,C,Ḥmed_Umerri.txt
ur,NEG,Ḥmed_Umerri.txt
iḥwajj,VB,Ḥmed_Umerri.txt
ara,DT,Ḥmed_Umerri.txt
tadukli,NN,Ḥmed_Umerri.txt
isardasen,NN,Ḥmed_Umerri.txt
imi,NN,Ḥmed_Umerri.txt
yufa,VB,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
tefɣen,NN,Ḥmed_Umerri.txt
mi,REL,Ḥmed_Umerri.txt
ara,NN,Ḥmed_Umerri.txt
iffeɣ,VB,Ḥmed_Umerri.txt
ukaṛtuc.,NN,Ḥmed_Umerri.txt
Isbedday,VB,Ḥmed_Umerri.txt
Ilmed,NN,Ḥmed_Umerri.txt
amek,ADV,Ḥmed_Umerri.txt
iteddun,VBP,Ḥmed_Umerri.txt
"leslaḥ,",NN,Ḥmed_Umerri.txt
amek,VB,Ḥmed_Umerri.txt
ara,S_PP,Ḥmed_Umerri.txt
ifsi,VB,Ḥmed_Umerri.txt
timgwḥal,NN,Ḥmed_Umerri.txt
iffer,VB,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
wamek,NN,Ḥmed_Umerri.txt
ara,NN,Ḥmed_Umerri.txt
issexdem,NN,Ḥmed_Umerri.txt
tigwnatin,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
leḥris,NN,Ḥmed_Umerri.txt
akken,S_PP,Ḥmed_Umerri.txt
yaf,VB,Ḥmed_Umerri.txt
deg,NN,Ḥmed_Umerri.txt
ussan,NN,Ḥmed_Umerri.txt
i,S,Ḥmed_Umerri.txt
t,PP,Ḥmed_Umerri.txt
ttrajjun,VB,Ḥmed_Umerri.txt
ar,PRPR,Ḥmed_Umerri.txt
zdat.,VB,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
abrid.,NN,Ḥmed_Umerri.txt
Ikcem,VB,Ḥmed_Umerri.txt
ar,PRPR,Ḥmed_Umerri.txt
tegrurt.,NN,Ḥmed_Umerri.txt
Yiwen,VB,Ḥmed_Umerri.txt
u,C,Ḥmed_Umerri.txt
irfed,VB,Ḥmed_Umerri.txt
aqerruy,NN,Ḥmed_Umerri.txt
is.,DT,Ḥmed_Umerri.txt
Yufa,VB,Ḥmed_Umerri.txt
iman,NN,Ḥmed_Umerri.txt
is.,INT,Ḥmed_Umerri.txt
D,S,Ḥmed_Umerri.txt
laman.,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
axxam,NN,Ḥmed_Umerri.txt
snat,DT,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
ddurtin.,NN,Ḥmed_Umerri.txt
Yusa,VB,Ḥmed_Umerri.txt
i,S,Ḥmed_Umerri.txt
yemma,ADV,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
u,NEG,Ḥmed_Umerri.txt
issefraḥ,VB,Ḥmed_Umerri.txt
atmaten,NN,Ḥmed_Umerri.txt
is.,INT,Ḥmed_Umerri.txt
Iḥewwes,VB,Ḥmed_Umerri.txt
Zrin,VB,Ḥmed_Umerri.txt
wussan,NN,Ḥmed_Umerri.txt
am,C,Ḥmed_Umerri.txt
ifeṭṭiwej,NN,Ḥmed_Umerri.txt
almi,ADV,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
yufi,VB,Ḥmed_Umerri.txt
iman,NN,Ḥmed_Umerri.txt
is,INT,Ḥmed_Umerri.txt
eqqim,VB,Ḥmed_Umerri.txt
Tedda,VB,Ḥmed_Umerri.txt
yid,VB,Ḥmed_Umerri.txt
es,NN,Ḥmed_Umerri.txt
yemma,ADV,Ḥmed_Umerri.txt
s,S,Ḥmed_Umerri.txt
almi,NN,Ḥmed_Umerri.txt
d,C,Ḥmed_Umerri.txt
taqerniḍt,NN,Ḥmed_Umerri.txt
temmecc.,NN,Ḥmed_Umerri.txt
Ṭṭrad,PRPR,Ḥmed_Umerri.txt
amaḍlan,NN,Ḥmed_Umerri.txt
wis,DT,Ḥmed_Umerri.txt
sin,NN,Ḥmed_Umerri.txt
Kra,PROT,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
wussan,NN,Ḥmed_Umerri.txt
tusa,NNP,Ḥmed_Umerri.txt
yas,PP,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
semmumet,NN,Ḥmed_Umerri.txt
imi,NN,Ḥmed_Umerri.txt
ur,NEG,Ḥmed_Umerri.txt
innum,VB,Ḥmed_Umerri.txt
aṭas,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
is.,INT,Ḥmed_Umerri.txt
Maca,NN,Ḥmed_Umerri.txt
Umerri,NN,Ḥmed_Umerri.txt
akken,DT,Ḥmed_Umerri.txt
is,INT,Ḥmed_Umerri.txt
d,PROR,Ḥmed_Umerri.txt
usa,VB,Ḥmed_Umerri.txt
tegwnitt,VB,Ḥmed_Umerri.txt
iqqazem,VB,Ḥmed_Umerri.txt
wala,C,Ḥmed_Umerri.txt
ccwal,NN,Ḥmed_Umerri.txt
n,S,Ḥmed_Umerri.txt
tudart,NN,Ḥmed_Umerri.txt
gar,ADV,Ḥmed_Umerri.txt
medden,VB,Ḥmed_Umerri.txt
di,S,Ḥmed_Umerri.txt
tmurt,NN,Ḥmed_Umerri.txt
is.,DT,Ḥmed_Umerri.txt
Deg,NN,Ḥmed_Umerri.txt
wis,S_PP,Ḥmed_Umerri.txt
sin.,NN,Ḥmed_Umerri.txt
Sbegsen,NN,Ḥmed_Umerri.txt
asen,NN,Ḥmed_Umerri.txt
